ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
36995,College Street,Kolkata,Sufi Palace,250.0,4.4,100,"Mughlai,North Indian,Chinese",Near Presto (College Street),39
37027,Benson Town,Bangalore,7 Plates,350.0,4.3,500,"Biryani,Chinese,North Indian",Frazer Town,48
37039,Vadapalani,Chennai,Salt Indian Restaurant & Grill,1500.0,4.1,100,"North Indian,Biryani,Combo",Forum Mall,84
37067,Kilpauk,Chennai,Subway,350.0,4.4,1000,"Fast Food,Salads,Snacks,Desserts,Beverages",Kilpauk,48
37086,Sector 2 Rohini,Delhi,Your'S Pizza,400.0,3.5,100,Italian,Sector-2Rohini,29
37116,Ellisbridge,Ahmedabad,Tandoorworkz,450.0,2.8,20,"Indian,Tandoor",Navrangpura,34
37121,Ramdev Nagar,Ahmedabad,Mainland China,900.0,4.3,50,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",Gulmohar Park,46
37122,Navrangpura,Ahmedabad,Yash'S Gbt,700.0,2.9,80,"Fast Food,Continental",Gulbai Tekra,40
37136,Vishnu Garden,Delhi,The Pizza Pie,500.0,2.9,80,"Pizzas,Snacks,Italian,Beverages",Tilak Nagar,72
37217,Ballygunge,Kolkata,Delish Dhaba,400.0,3.8,100,"North Indian,Chinese,Mughlai",Near Royal Indian Restaurant,60
37272,Ramdev Nagar,Ahmedabad,Fire On Wheels,400.0,4.3,500,Fast Food,Food Truck Park,47
37298,Usmanpura,Ahmedabad,Cafe 1St Story,600.0,2.9,80,"Indian,Chinese,North Indian,Biryani,Punjabi,Pan-Asian,Mughlai,Thalis,Asian,Combo",Ashram Road,50
37352,Lal Bazar,Kolkata,The Bhoj Company,500.0,4.3,100,"Bengali,Chinese",Near Bbd Bagh Bus Stand,49
37358,Gandhi Nagar,Bangalore,Hotel Karavali Beach,300.0,2.9,80,Seafood,Malleshwaram,47
37474,University Area,Ahmedabad,Momoman,250.0,4.1,100,Chinese,Vijay Cross Road,37
37488,Navrangpura,Ahmedabad,The Chocolate Room,400.0,3.8,20,"Desserts,Beverages,Pizzas,Snacks,Fast Food",Navrangpura,34
37618,Jodhpur Park,Kolkata,Abar Baithak,550.0,4.5,100,Fast Food,Jodhpur Park,81
37684,Ellisbridge,Ahmedabad,Behrouz Biryani,500.0,4.2,100,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts",Panchvati Ellis Bridge,33
37689,Ellisbridge,Ahmedabad,Mcdonald'S,400.0,4.3,500,"American,Fast Food",Cg Road,29
37709,Paschim Vihar,Delhi,Quality Cake Shop,250.0,4.1,20,"Desserts,Italian,Chinese,Beverages",Punjabi Bagh,58
37726,Paschim Vihar,Delhi,Waffle Lust,200.0,4.0,100,"Desserts,Beverages",Bhera Enclave,49
37733,Vastrapur,Ahmedabad,Sweet Truth - Cake And Desserts,450.0,4.2,100,"Ice Cream,Bakery,Desserts,Beverages",Hotel Shahi Palace,44
37739,Kondhwa,Pune,Jashn,500.0,4.0,100,"Indian,Chinese,Italian,American",Salunkhe Vihar Road,66
37746,Adugodi,Bangalore,Salt - Indian Restaurant Bar & Grill,1300.0,4.4,100,"North Indian,Biryani,Thalis,Desserts",Koramangala,56
37747,Kothrud,Pune,Community Cafe,300.0,3.8,20,Cafe,Kothrud,59
37817,University Area,Ahmedabad,Cakes N Bakes,350.0,3.9,500,"Desserts,Bakery",Gulbai Tekra,30
37853,Powai Area,Mumbai,All Stir Fry - Waterstones Hotel,1000.0,4.0,50,Asian  Chinese  Pan-Asian  Thai  Oriental  Indonesian  Seafood  Desserts  Combo,Powai Area,60
37933,Vastrapur,Ahmedabad,Faasos - Wraps & Rolls,200.0,4.2,500,"Combo,Snacks,Beverages,Desserts,Indian",Hotel Shahi Palace,44
37972,Anna Salai,Chennai,Mcdonald'S,400.0,4.3,1000,"American,Fast Food",Spencer,38
37998,Tangra,Kolkata,Papa Chow,200.0,3.9,100,"Chinese,Tibetan",Near Bypass Dhaba,63
38127,Pashan,Pune,Hotel Green Park,1200.0,4.4,500,"North Indian,Chinese,Continental,Thai,Mexican,Seafood",Baner,63
38154,Alwarpet,Chennai,Pumpkin Tales,950.0,4.6,500,"Asian,Bakery,Continental",Bheemanna Garden St Sri Ram Nagar,66
38158,Perambur,Chennai,Iftar Corner,400.0,4.1,100,"Arabian,Asian,Chinese",Perambur,64
38177,Kalighat,Kolkata,Apanjan,300.0,2.9,80,Bengali,Near Marco Polo,76
38178,Paikpara,Kolkata,Steaming Mug,250.0,4.4,20,Italian,Near Satyanarayan Mistana Bhandar,77
38179,Park Street Area,Kolkata,Saima Restaurant - Mughlai And North Indian,300.0,4.1,1000,"North Indian,Mughlai,Snacks",Opposite Kenilworth Hotel,54
38187,Aminjikarai,Chennai,Jasmine Restaurant,250.0,4.1,50,"Biryani,Chettinad",Kk Nagar,54
38294,Kothrud,Pune,New Poona Bakery And Cafe,300.0,4.1,50,Bakery,Kothrud,58
38462,Lake Gardens,Kolkata,Fresh And Food,200.0,3.7,20,"Indian,Bengali",Near Nava Nalanda,87
38467,Sastri Nager,Chennai,Madras Biriyani,500.0,3.9,100,"Biryani,Mughlai",Vysarpadi,53
38502,Shivaji Nagar,Pune,Pop Tate'S,500.0,2.9,80,"North Indian,Chinese,Continental,Italian,Desserts",Shivaji Nagar,47
38590,Kodungaiyur,Chennai,J J Juicy World,250.0,4.1,20,"Chaat,Juices",Moolakadai,64
38633,Ulsoor,Bangalore,Cafe Felix,1000.0,4.0,20,"American,Continental,Desserts,Pizzas,Pastas",Trinity Circle,50
38665,Gokhalenagar,Pune,Ws Bakers,150.0,2.9,80,Bakery,Shivaji Nagar,48
38678,Banjara Hills,Hyderabad,Royal Tiffin Centre,150.0,4.0,1000,Indian,Road No -3,66
38691,Mehdipatnam,Hyderabad,Mohammedia Shawarma,300.0,3.8,500,Arabian  Street Food,P & T Colony,57
38692,Triplicane,Chennai,Five Star Chicken,350.0,2.9,80,Fast Food,Royepettah,46
38773,Ellisbridge,Ahmedabad,Cafe Coffee Day,300.0,4.4,100,"Beverages,Snacks,Desserts",Inside Hari Om Towers,32
38986,Bidhannagar,Kolkata,Kouzina Mining Co.,1200.0,4.2,100,"North Indian,Biryani,Chinese,Italian,Healthy Food,Kebabs,Beverages,Desserts",Near Tank No. 3,62
39012,Chembur,Mumbai,Kilo King By Kook,500.0,2.9,80,"Indian,Chinese",Chembur,50
39026,Antop Hill,Mumbai,The Punjab Tandoor & Fish Fry,600.0,3.9,100,Tandoor  Indian,Gtb Nagar,54
39043,Koregaon Park,Pune,Mocha,800.0,4.4,20,"Continental,Asian",Kalyani Nagar,59
39063,Majestic,Bangalore,Hotel Navayuga,400.0,4.3,100,Andhra,Sc Road,35
39070,Andheri East,Mumbai,Top China Delight,550.0,2.9,80,Chinese,Marol,57
39164,Bidhannagar,Kolkata,Awesome,600.0,4.4,20,"Chinese,Thai",Near Sugar And Spice,65
39170,Koramangala,Bangalore,Smokey Tribe,700.0,4.3,100,"Naga,Continental,Seafood",7Th Block,59
39187,Santacruz East,Mumbai,King Chilli Chindian Fusion,400.0,4.1,100,Chinese  Pan-Asian  Asian  Beverages  Desserts,Santacruz East,40
39272,Ellisbridge,Ahmedabad,Oven Story Pizza,600.0,4.0,100,"Pizzas,Italian",Animesh Complex,36
39276,Ellisbridge,Ahmedabad,Firangi Bake,400.0,4.2,20,"Italian,Mexican,Pastas",Animesh Complex,38
39302,Old Malakpet,Hyderabad,Al Madina Mandi House,400.0,3.9,100,"Biryani,Arabian,Fast Food",Malakpet Gunj,34
39323,Malakpet,Hyderabad,De' Cafe Studio,300.0,3.4,20,"Continental,American,Italian",Nalgonda X Road,39
39325,Malakpet,Hyderabad,The Royal Palace,300.0,3.9,100,"Chinese,Mughlai,Tandoor,Biryani",Chaderghat,36
39447,Egmore,Chennai,Cake Park,150.0,2.9,80,"Bakery,Desserts",Ethiraj Salai,47
39522,Andheri East,Mumbai,New Food Inn,300.0,4.0,100,"Indian,Chinese",Marol,47
39547,Central Kolkata,Kolkata,Floriana,800.0,2.9,80,"Indian,Continental",Near Bengal Club,60
39549,Park Street Area,Kolkata,Waldorf,700.0,3.8,50,Chinese,Near Bengal Club,61
39550,Taltala,Kolkata,Moulin Rouge,800.0,4.4,20,"Italian,North Indian",Near Park Hotel,62
39578,Kothapet,Hyderabad,Hotel Nakshatra Grand,350.0,3.8,100,"North Indian,Chinese,Biryani,South Indian",Rajadhani Theatre Rd,52
39579,Banjara Hills,Hyderabad,Silver Salt,1000.0,3.9,50,"Hyderabadi,Biryani,North Indian",Road No 1,66
39583,Perambur,Chennai,Grill & Barbeque,300.0,4.0,500,"Chinese,Fast Food,Grill,North Indian",Perambur,64
39620,Vastrapur,Ahmedabad,No Mad Baker - The Pizzeria,600.0,4.0,50,Pizzas,Vastrapur,50
39721,Ballygunge,Kolkata,Breakfast 4 U By Jharna'S Kitchen,200.0,4.5,100,Fast Food,Nex To Eurokids,62
39755,Mohammed Wadi,Pune,Between Your Buns,400.0,4.4,100,"Fast Food,Continental,Italian,Combo,Beverages",Salunkhe Vihar Road,71
39920,Paikpara,Kolkata,Tandoor-E-Punjab,350.0,4.1,1000,"Indian,Tandoor,Mughlai,Snacks,Chinese,North Indian",Near Kolkata Shastro Police,61
40154,Wadgaon Sheri,Pune,Philly Fried Chicken,500.0,4.5,100,"Continental,American",Viman Nagar,73
40184,Bodakdev,Ahmedabad,M.A.D By Tomato'S,1200.0,4.4,50,"Indian,Chinese,Continental",Bodakdev,47
40239,Powai,Mumbai,Ruchi Restaurant,300.0,3.9,20,North Indian  Chinese  Biryani  South Indian  Fast Food,Powai,51
40288,Chetpet,Chennai,Bayleaf Otg (On The Go),300.0,4.3,100,"North Indian,Bengali,Biryani,Street Food",Harrington Road,45
40297,Kankurgachi,Kolkata,Soul Cafe,250.0,2.9,80,"Italian,Bakery",Beside Apollo Hospital,60
40466,Ameerpet,Hyderabad,Hari Dosa,200.0,3.8,1000,Indian  South Indian  Chinese,Satyam Theatre Rd,66
40469,Pulikeshi Nagar,Bangalore,The Deagh,500.0,4.1,500,"Indian,Chinese,Mughlai,Seafood",Mm Road,46
40473,Perambur,Chennai,Sri Guru Fast Food,250.0,3.9,50,"Fast Food,North Indian",Jawahar Nagar,60
40605,Erandwane,Pune,Baba'S Veg Non Veg,250.0,4.1,20,"North Indian,Chinese",Kothrud,45
40613,Wanowrie,Pune,Step-In,500.0,2.9,80,"Chinese,North Indian",Kondhwa,81
40619,Kothrud,Pune,Kinara'S Maratha Darbar,350.0,4.1,1000,"Biryani,South Indian,North Indian",Kothrud,58
40707,Tiretti,Kolkata,D'Ley Chinese Restaurant,300.0,4.5,500,Chinese,Near Pou Chow,44
40740,Maharshi Nagar,Pune,Kolhapuri Katta,400.0,4.1,100,"Maharashtrian,Thalis,North Indian",Bibwewadi,49
40803,Kurla West,Mumbai,Delhi Zaika,800.0,4.0,100,"Indian,Chinese",Kurla,34
40819,Punjabi Bagh,Delhi,Everest Momos & Chinese Fast Food,200.0,3.9,100,Chinese,Punjabi Bagh,64
40831,Navrangpura,Ahmedabad,Subway,350.0,4.0,100,"Fast Food,Healthy Food,Salads,Snacks,Desserts,Beverages",Mithakali,29
40908,Mylapore,Chennai,Classic Shawarma And Grill,250.0,4.1,20,"Arabian,Fast Food",Mylapore Kutcheri Road,58
40928,Saki Naka,Mumbai,Eataeria,300.0,2.9,80,Fast Food,Kurla,42
40942,Kalighat,Kolkata,Sare Chuattar,450.0,4.2,20,Bengali,Near Sarat Bose Road Post Office,71
40957,Taltala,Kolkata,Up Bihar,200.0,4.2,100,"North Indian,Mughlai",Hogg Street Near United Bank Atm,53
41079,Sion,Mumbai,Chef Kitchen,500.0,3.8,20,"Indian,Chinese",Sion,59
41100,Ashok Nagar,Bangalore,Nagarjuna,600.0,4.4,1000,"Andhra,South Indian,Biryani,Combo,Beverages,Desserts",Residency Road,32
41172,Bandra Area,Mumbai,Elementaria Bakery & Cafe,800.0,4.5,100,"Snacks,Desserts,Beverages",Bandra Area,35
41247,Chembur,Mumbai,S P Burger,200.0,4.2,100,"Fast Food,Pizzas",Chembur,42
41264,Bhowanipore,Kolkata,Raviz,400.0,4.0,20,"North Indian,Chinese",Bhawanipur,68
41306,Chembur,Mumbai,Red Spice,300.0,4.0,100,"Chinese,Tandoor,Indian,Biryani,Kebabs",Chembur,50
41397,Old Washermanpet,Chennai,Frozen Smoothies,350.0,4.0,100,"Beverages,Ice Cream,Juices,Desserts,Snacks",Choolai,68
41471,Saki Naka,Mumbai,Wow! Momo,300.0,4.0,100,"Tibetan,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages",Phoenix Marketcity Mall Lbs Road,49
41635,Santacruz East,Mumbai,Stove - The Vegetarian Kitchen,250.0,4.2,100,"Gujarati,Rajasthani,North Indian,Chinese,Indian",Near Cst Road Kalina,47
41700,Gariahat,Kolkata,Ruma'S Kitchen,250.0,4.0,100,"Bengali,Thalis,Indian,Chinese",Mouni Mukherjee Rod,71
41741,Poongavanapuram,Chennai,Lassi Shop,100.0,3.9,20,Beverages,Periamet,30
41776,Sivanchetti Gardens,Bangalore,Naachiyar'S,600.0,4.2,100,"Biryani,Chettinad",Central Bangalore,44
41818,Sangamvadi,Pune,Reddy'S Fast Food,400.0,3.7,100,"North Indian,Chinese",Koregaon Park,53
41848,Koramangala,Bangalore,Tall Blonde French,250.0,4.2,20,"American,European",Koramangala,56
41981,Camp,Pune,Cafe 52,200.0,2.9,80,Fast Food,Camp,36
42031,Kolkata,Kolkata,Snackups,200.0,3.5,100,Chinese  Fast Food,Beside Technopolis,71
42032,Bidhannagar,Kolkata,Shawarma City Express,200.0,3.7,100,Lebanese,Beside Technopolis,75
42048,Bandra Area,Mumbai,Yauatcha Patisserie,400.0,4.5,100,"Desserts,Beverages,Bakery,Sweets",Bandra Area,50
42116,Paldi,Ahmedabad,Amdos Kitchen,300.0,4.4,100,"Tibetan,Chinese,Fast Food",Paldi,30
42222,Juhapura,Ahmedabad,Dana Panee,400.0,4.1,100,"Indian,Mughlai,Chinese",Vasna,44
42265,Kurla,Mumbai,Sheetal Restaurant,400.0,4.0,50,"Indian,Chinese,Maharashtrian,Biryani,Seafood",Kurla,39
42282,Chembur,Mumbai,Trupti Farsan,200.0,4.4,500,"Desserts,Bakery,Chaat",Chembur,35
42330,Gopalapuram,Chennai,Sri Ganesh Chettinadu Hotel,400.0,4.1,100,"Fast Food,South Indian",Royapettah,49
42337,Raja Annamalai Puram,Chennai,Fromage,1000.0,4.3,50,"Italian,Continental",Mrc Nagar,77
42380,Rohini,Delhi,Lala'S(Khao Or Khane Do),400.0,2.9,80,"Italian,Chinese,Fast Food",Sector 9Rohini,44
42422,Kurla,Mumbai,Khan'S Flavour,600.0,3.3,100,"Indian,Chinese",Kurla,37
42423,Andheri East,Mumbai,Ching Asia,600.0,4.5,20,Pan-Asian,Chakala,64
42439,Andheri East,Mumbai,Square Pizza,400.0,4.2,50,"Pizzas,Desserts,Fast Food",Marol,51
42581,Shivajinagar,Pune,Burger King,350.0,4.2,1000,"American,Fast Food",The Pavillion Mall,54
42603,Khar West,Mumbai,Aradhana Coastal Delight,750.0,4.4,50,Seafood  Malwani  Indian,Khar,58
42784,Karve Nagar,Pune,Malabar,400.0,3.9,100,"North Indian,Chinese",Kothrud,56
42832,Choolaimedu,Chennai,Al Dari Biryani,350.0,3.6,100,"Biryani,Indian",Kodambakkam,79
42885,Santacruz East,Mumbai,Rolls Mania,200.0,4.2,100,"Indian,Fast Food",Scruz Bandra East - Mumbai,36
43128,Kondhwa,Pune,Yumme Tumme,200.0,2.9,80,Fast Food,Kondhwa,69
43131,Baner,Pune,Abhiman Pure Veg,450.0,4.4,20,"North Indian,Chinese",St Joseph School Pashan Road,50
43142,Ramdev Nagar,Ahmedabad,Singh'S Kitchen By Gch,300.0,2.9,80,North Indian,Prahlad Nagar,47
43183,Prashant Vihar Rohini,Delhi,Nutriobox,450.0,4.2,500,"Salads,Continental,Juices,Healthy Food",Prashant Vihar,51
43185,Egmore,Chennai,Palmshore,400.0,4.0,1000,Arabian,Egmore,44
43189,Balavinayagar Nagar,Chennai,Cake Waves,300.0,2.9,80,"Bakery,Desserts",Arumbakkam,70
43206,Ashok Nagar,Bangalore,Cafe Azzure,1000.0,2.9,80,"American,Italian",Central Bangalore - Bangalore,47
43634,Bopodi,Pune,Rosso Bianco,500.0,4.8,20,"Italian,Pizzas",Aundh,57
43652,Kothapet,Hyderabad,Suruchi Biryani House,300.0,3.4,50,"North Indian,Chinese,Biryani,Hyderabadi",Sowbhagya Nagar,67
43727,Sector 13 Rohini,Delhi,Prashant Roll,200.0,4.1,100,Snacks,Rohini Sector 13,45
43794,Sri Hanuman Nagar Colony,Hyderabad,Hotel Shubham Palace - Dhanturi Hospitality,300.0,3.9,1000,"Biryani,Chinese,South Indian,North Indian,Tandoor",Sri Hanuman Nagar Colony,65
43836,Ashok Nagar,Bangalore,Mcdonald'S,400.0,4.2,500,"American,Fast Food",Kasturba Road,28
43863,Dhakuria,Kolkata,Moonlight Sonata,250.0,4.0,100,"Indian,Chinese",Near Ram Chandra High School,84
43889,Saki Naka,Mumbai,Anil Wine N Dine,300.0,4.4,100,"North Indian,Chinese,Biryani,South Indian",Kurla,40
43958,Chanchalguda,Hyderabad,Hotel Sohail Waves,500.0,4.1,1000,"Arabian,Tandoor,Mughlai,Biryani,North Indian",Officers Colony,27
44000,Royapettah,Chennai,Madurai Pandian Mess,300.0,4.2,1000,South Indian,Mylapore,49
44058,Budh Vihar,Delhi,Wah Ji Wah ( Budhvihar),250.0,3.8,1000,"Indian,Chinese",Budh Vihar,21
44141,Chennai,Chennai,Arul Chettinadu Hotel,350.0,4.0,1000,"Chettinad,Chinese,South Indian,Seafood,Biryani",Near Poorvika,51
44184,Shivajinagar,Pune,Dragon,450.0,2.9,80,"North Indian,Chinese",Shivaji Nagar,38
44206,Santacruz East,Mumbai,What The Fries,250.0,3.9,20,Fast Food,Vakola,43
44238,Ashok Nagar,Bangalore,The Rice Bowl,450.0,4.2,100,Chinese,Lavelle Road,36
44246,Annanagar East,Chennai,Roll Baby Roll,250.0,4.4,100,Indian,Near Ice Cream Works,56
44255,Jadavpur,Kolkata,Spice 2 Go,200.0,4.0,1000,"Indian,Chinese",Price Golam Hussain Shah Road,77
44257,Jadavpur,Kolkata,Gupta Eating House,150.0,4.2,1000,"Indian,Chinese,Fast Food",Opposite Of Southern Cafe,81
44261,Anna Nagar,Chennai,Urban Spatula,1000.0,4.3,100,"Arabian,Asian,Biryani,Continental,Italian,Kebabs,North Indian,Seafood",Annanagar,80
44282,Gokhalenagar,Pune,Vaibhav'S- Biryani House,400.0,2.9,80,"North Indian,Biryani",Shivajinagar,50
44579,A Unit Of M/S Cohort  Ruby Area,Kolkata,The Tasty Bites,300.0,4.2,500,"Asian,Indian,Tandoor,Tibetan,Chinese",Ruby Area,67
44640,Teynampet,Chennai,Chit Chat,100.0,2.9,80,"Desserts,Ice Cream,Snacks",T Nagar,58
45037,Gulbai Tekra,Ahmedabad,Mocha,700.0,4.2,100,"Indian,Jain,American,Bakery,Beverages,Continental,Desserts,Fast Food,Pastas,Pizzas,Thai",Cg Road,38
45103,Taltala,Kolkata,Kfc,450.0,4.4,500,"American,Snacks",Humayun Place,48
45703,Paschim Vihar,Delhi,Hot Spot Roll Corner,150.0,4.3,20,Fast Food,Paschim Vihar,57
45757,Koramangala,Bangalore,Pipabu,250.0,4.0,500,"Pizzas,Italian,American,Continental,Salads,Desserts",4Th Block,59
45761,Jayanagar,Bangalore,Chung Wah Opus,300.0,3.8,100,"Chinese,Pan-Asian",Jayanagar East,47
45830,Shivajinagar,Pune,The Quick Wok,300.0,4.0,100,"Chinese,Fast Food,Thai",Shivajinagar,38
45838,Bandra Area,Mumbai,Kitchen Garden By Suzette,1100.0,4.6,100,"Snacks,Beverages",Bandra Area,60
45843,Chembur,Mumbai,Cafe Alvi,500.0,3.6,20,Cafe,Govandi,52
45846,Asalpha,Mumbai,Swagat,650.0,4.3,50,"Indian,Chinese",Sakinaka,47
45951,Tiretti,Kolkata,Mio Amore - The Cake Shop,150.0,4.6,100,"Desserts,Bakery,Snacks",Beside Central Metro Station Gate,35
46092,T. Nagar,Chennai,Shaik Shack Shawarma,200.0,4.1,100,Fast Food,T Nagar,72
46126,Ballygunge,Kolkata,Tara'S Kitchen,200.0,2.9,80,"Bengali,Thalis,North Indian,Snacks,Combo,Healthy Food,Indian",Ekdalia,80
46127,Kalighat,Kolkata,Taste-Ride,500.0,3.9,100,"Chinese,Indian,Continental",Kavi Bharati Sarani,75
46137,Perambur,Chennai,Dolphin Fast Food,300.0,4.1,100,"South Indian,North Indian,Chinese,Fast Food",Periyar Nagar,59
46166,Kalas,Pune,Yashda Restaurant,600.0,4.2,100,"North Indian,Chinese",Vishrantwadi,72
46248,Perambur,Chennai,Burger Cafe,250.0,4.2,100,"American,Beverages,Fast Food",Jamaliya,52
46284,Danilimda,Ahmedabad,The Kebabish,250.0,3.8,100,"North Indian,Mughlai",Maninagar,39
46377,Ahmedabad,Ahmedabad,Prithvi Hotel,350.0,4.1,100,"Indian,Chinese,Continental",Lg Corner,44
46460,Triplicane,Chennai,Rizwan Biriyani And Kabab Center,300.0,4.1,100,"Biryani,Fast Food,Kebabs",Royapettah,34
46593,Kothrud,Pune,Hotel Surya Biryani,200.0,2.9,80,"Punjabi,Chinese,Maharashtrian",Kothrud,75
46650,Seshadripuram,Bangalore,Richie Rich,500.0,4.4,500,"Desserts,Snacks,Chaat,Ice Cream",4Th Phase Yelahanka,36
46772,Elgin,Kolkata,Monkey Bar,1000.0,4.2,50,"North Indian,American,European,Asian",Camac Street,58
46773,Teynampet,Chennai,Ente Keralam,750.0,4.5,100,Kerala,Kasturi Estate,58
46864,Rohini,Delhi,China Town Kathi Rolls,250.0,4.6,20,Fast Food,Rohini,44
46872,Malakpet,Hyderabad,Paradise Biryani,400.0,3.8,100,"Biryani,North Indian,Chinese",Tsrtc Mahatma Gandhi Bus Station,36
46880,Bkc,Mumbai,Chai Point,150.0,4.2,500,"Bakery,Combo,Beverages,Maharashtrian,Snacks,Street Food,South Indian,Punjabi,Fast Food",Bandra Kurla Complex,35
46909,Nungambakkam,Chennai,Hotel Crescent,450.0,4.3,1000,"Kerala,South Indian,Chinese,North Indian",Valluvar Kottam,49
47004,Purasaiwakkam,Chennai,Hotel Deccan,400.0,4.3,100,"Biryani,Chettinad,South Indian,Chinese",Purasawakam,32
47009,Toli Chowki,Hyderabad,Kabul Darbar,850.0,4.3,100,"Afghani,Arabian,Indian,Tandoor",Balreddy Nagar,57
47022,Powai,Mumbai,Rice Diaries,300.0,3.7,20,"Mughlai,Chinese,Combo",Nahar Shopping Complex,53
47025,Erandwane,Pune,Roll Club,200.0,2.9,80,Fast Food,Erandwane,49
47070,Kasba,Kolkata,Parathawala,250.0,3.7,20,"North Indian,South Indian,Punjabi",Near Balai Biswas Bulb Factory,78
47137,Paschim Vihar,Delhi,Da Pizza Makers,400.0,3.4,50,"Pizzas,Italian,Snacks",Paschim Vihar,65
47295,Koregaon Park,Pune,Yummy Momos,200.0,2.9,80,Chinese,Lane No.5 Kp,53
47314,Camp,Pune,Raje Chinese,400.0,4.1,20,Chinese,Camp,38
47421,Gurukul,Ahmedabad,Cocoa Drama,150.0,4.2,20,Desserts,Vastrapur,45
47446,Malleshwaram,Bangalore,Tasty Paradise,330.0,3.9,100,"Andhra,Chinese,Mughlai,North Indian,Seafood",Seshadipuram,52
47458,Gopalapuram,Chennai,Hotel Safari,450.0,4.3,500,"North Indian,South Indian,Chinese,Biryani",Royapettah,42
47583,Chembur,Mumbai,Lazeez Desi Tadka,500.0,2.9,50,"Indian,North Indian",Chembur,54
47587,Bodakdev,Ahmedabad,Curries,850.0,4.1,100,"Indian,Chinese,Continental",Bodakdev,47
47589,Navrangpura,Ahmedabad,Pizza Hut,350.0,4.0,100,"Fast Food,Pizzas",Navrangpura,35
47602,Bodakdev,Ahmedabad,Angithi By Mirch Masala,1100.0,4.3,50,"Indian,North Indian,Chinese,Punjabi,Beverages",Bodakdev,47
47693,Elgin,Kolkata,8Th Day Cafe & Bakery,700.0,4.5,50,Continental  Italian,Opposite Jharna'S Kitchen,55
47696,Beleghata,Kolkata,Drumstick,400.0,4.2,50,"Indian,Chinese,Continental,Tandoor,Bengali",Near Beliaghata Police Station,61
47697,Bidhannagar,Kolkata,Orko'Ss Restaurant & Lounge Bar,1200.0,2.9,80,"Indian,Bengali,Chinese",City Centre 1,76
47771,Kondhwa,Pune,Foodies 365,200.0,2.9,80,Fast Food,Wanowrie,71
47788,Ellisbridge,Ahmedabad,The Westend Hotel (Mayflower),450.0,4.4,100,"Indian,Chinese",Ellisbridge,27
47833,Kurla West,Mumbai,Persian Darbar,1100.0,4.0,500,"Mughlai,North Indian,Chinese,Biryani",Kurla W,36
47964,Salt Lake Area,Kolkata, Momozon,200.0,3.9,50,"Chinese,Tibetan",Salt Lake Sector 2 Salt Lake,58
48030,Kurla,Mumbai,Sahara Hotel - Kurla,650.0,4.2,500,"North Indian,Chinese,Mughlai,Beverages",Kurla,31
48051,Yerawada,Pune,Andhra Biryani,300.0,2.9,80,"Biryani,Chinese,North Indian",Husain Shah Baba Nagar Yerwada,63
48076,Koramangala,Bangalore,Lot Like Crepes,600.0,4.4,50,"Desserts,Continental,Cafe,Fast Food",Koramangala 7Th Block,56
48127,Andheri East,Mumbai,The Chinese Spot,350.0,4.0,50,"Chinese,Indian,Tandoor,Biryani",Chandivali,59
48128,Powai,Mumbai,Foodie Central,300.0,4.3,20,"Fast Food,Snacks",Andheri West,51
48146,Andheri East,Mumbai,Eva'S Pizza,500.0,4.0,100,"Pizzas,Italian,Salads",Marol,50
48339,Ulsoor,Bangalore,Royce' Chocolate,750.0,4.9,20,"Desserts,Sweets,Snacks",Foodhall,48
48390,Vastrapur,Ahmedabad,Anjoy Late Night Meals,250.0,4.1,1000,Indian,Bodakdev,37
48410,Domlur,Bangalore,Le Gateau - The Cake Shop,400.0,4.3,100,Desserts,1St Cross Domlur Layout,66
48446,Bhowanipore,Kolkata,Green Palace,600.0,4.3,20,"Chinese,North Indian",Near Indian Bank - Bhawanipur Branch,75
48556,Shivaji Nagar,Bangalore,Imperial Restaurant,400.0,4.2,100,"Arabian,Chinese,Desserts,Mughlai,North Indian,Seafood,South Indian",Shivajinagar,33
48630,Teynampet,Chennai,Hot Pan,200.0,3.5,20,"Pizzas,Chinese,Juices",Teynampet,64
48742,Chembur,Mumbai,230 Celsius,1.0,4.1,100,Italian  Continental,Tilak Nagar,60
48756,Chembur,Mumbai,Yug Family Restaurant,500.0,2.9,80,"Indian,Chinese",Mankurd,47
48780,Bidhannagar,Kolkata,Xspicy - Indismart Hotel,300.0,4.7,20,"Indian,Chinese,Continental,Italian,Thai,South Indian,Desserts,Combo,Thalis",Near Icici Bank Sec-V,89
48948,Nagole,Hyderabad,The Chocolate Room,500.0,3.7,50,Desserts,Arunodaya Nagar Colony,76
49007,Ashok Vihar,Delhi,Cake 24X7,200.0,2.9,80,Bakery,Opposite Sbi,58
49025,Bandra Area,Mumbai,Taftoon Bar & Kitchen,1000.0,4.7,50,North Indian,Bandra Area,47
49032,Kurla,Mumbai,Chunkies,250.0,4.0,50,"Fast Food,American,Indian",Kurla,34
49078,Pulikeshi Nagar,Bangalore,Lazio Steaks & More,800.0,4.5,100,"Steakhouse,Pastas,American,Pizzas,Italian,Desserts,Chinese",Frazer Town,54
49122,Bhowanipore,Kolkata,Denzong Kitchen,250.0,4.2,1000,"Tibetan,Chinese",Indira Roy Road,67
