person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25,59400,MORTGAGE,9.0,EDUCATION,C,18500,12.73,0,0.31,N,2
25,59436,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7500,6.76,0,0.13,N,3
25,28000,RENT,3.0,DEBTCONSOLIDATION,C,8000,14.65,0,0.29,Y,4
26,59500,MORTGAGE,9.0,VENTURE,A,12000,6.62,0,0.2,N,3
24,59500,MORTGAGE,0.0,EDUCATION,B,4200,10.59,0,0.07,N,2
26,59500,MORTGAGE,8.0,PERSONAL,B,5100,10.37,0,0.09,N,4
21,28000,RENT,0.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.29,N,4
21,28000,RENT,3.0,EDUCATION,B,8000,10.99,1,0.29,N,2
23,28000,RENT,8.0,DEBTCONSOLIDATION,A,8000,7.74,0,0.29,N,4
24,28000,RENT,9.0,DEBTCONSOLIDATION,C,8000,12.84,0,0.29,N,4
22,59600,MORTGAGE,6.0,PERSONAL,A,6000,5.42,0,0.1,N,3
25,59650,MORTGAGE,9.0,PERSONAL,C,10000,13.61,0,0.17,Y,2
24,28590,RENT,7.0,MEDICAL,D,8000,15.65,0,0.28,Y,2
26,59700,MORTGAGE,5.0,VENTURE,B,15000,10.99,0,0.25,N,4
26,59760,MORTGAGE,,HOMEIMPROVEMENT,B,6000,9.99,0,0.1,N,2
22,53774,MORTGAGE,6.0,DEBTCONSOLIDATION,E,8600,19.42,1,0.16,N,2
22,28800,RENT,6.0,EDUCATION,B,8000,11.49,0,0.28,N,2
25,59796,MORTGAGE,4.0,HOMEIMPROVEMENT,B,7000,9.63,0,0.12,N,2
23,59800,MORTGAGE,7.0,VENTURE,C,15000,15.96,0,0.25,Y,3
22,28800,RENT,0.0,MEDICAL,C,8000,13.72,0,0.28,Y,2
26,53826,MORTGAGE,10.0,VENTURE,C,8500,14.79,1,0.16,N,3
24,28800,RENT,5.0,MEDICAL,A,8000,,0,0.28,N,2
23,59928,OWN,7.0,EDUCATION,A,18000,6.91,0,0.3,N,3
23,53950,MORTGAGE,8.0,EDUCATION,E,15000,16.63,1,0.28,Y,2
22,59959,MORTGAGE,4.0,EDUCATION,B,6000,,0,0.1,N,3
26,28800,RENT,5.0,EDUCATION,D,8000,,0,0.28,Y,3
21,28800,RENT,5.0,MEDICAL,B,8000,9.88,0,0.28,N,2
23,30000,RENT,2.0,EDUCATION,B,8000,12.42,0,0.27,N,2
26,30000,RENT,0.0,EDUCATION,B,8000,9.91,1,0.27,N,2
24,30000,RENT,3.0,MEDICAL,E,8000,,0,0.27,Y,2
23,30000,RENT,0.0,MEDICAL,C,8000,13.49,0,0.27,Y,2
22,30000,RENT,6.0,MEDICAL,A,8000,5.42,0,0.27,N,4
26,54000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,3600,12.69,1,0.07,N,4
26,30000,RENT,5.0,PERSONAL,C,8000,12.99,0,0.27,N,2
23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,11.71,0,0.17,N,4
22,30000,RENT,,VENTURE,E,8000,,1,0.27,N,3
26,60000,MORTGAGE,9.0,PERSONAL,C,7200,13.49,0,0.12,N,2
25,30000,RENT,6.0,DEBTCONSOLIDATION,B,8000,10.74,0,0.27,N,3
26,30000,RENT,1.0,MEDICAL,B,8000,10.0,0,0.27,N,3
24,30000,RENT,8.0,PERSONAL,B,8000,9.25,0,0.27,N,2
26,30000,RENT,3.0,EDUCATION,C,8000,12.61,0,0.27,Y,4
24,60000,MORTGAGE,8.0,PERSONAL,A,18000,7.9,0,0.3,N,3
23,60000,MORTGAGE,7.0,EDUCATION,A,25850,7.9,0,0.43,N,4
24,30000,RENT,7.0,MEDICAL,C,8000,13.61,0,0.27,Y,3
26,30000,RENT,4.0,MEDICAL,C,8000,13.98,0,0.27,N,2
22,60000,MORTGAGE,,EDUCATION,A,12000,7.51,0,0.2,N,3
24,30000,RENT,5.0,VENTURE,C,8000,14.26,0,0.27,Y,2
22,30000,RENT,3.0,VENTURE,B,8000,12.53,0,0.27,N,2
25,30000,RENT,5.0,PERSONAL,C,8000,12.87,0,0.27,N,4
23,30000,RENT,4.0,MEDICAL,B,8000,12.18,0,0.27,N,2
25,60000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1200,13.49,0,0.02,N,4
24,60000,MORTGAGE,8.0,EDUCATION,A,10000,6.03,0,0.17,N,3
23,60000,MORTGAGE,7.0,EDUCATION,A,10000,6.03,0,0.17,N,3
22,30000,RENT,0.0,PERSONAL,A,8000,9.32,0,0.27,N,4
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,21000,11.71,0,0.35,N,4
21,30000,RENT,5.0,EDUCATION,B,8000,,0,0.27,N,2
23,30188,RENT,3.0,PERSONAL,C,8000,14.65,0,0.27,N,2
22,30996,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.49,0,0.26,N,2
23,60000,MORTGAGE,3.0,PERSONAL,C,12000,15.27,0,0.2,Y,4
26,60000,MORTGAGE,2.0,MEDICAL,C,18000,13.49,0,0.3,N,4
26,31000,RENT,5.0,HOMEIMPROVEMENT,C,8000,14.27,1,0.26,Y,3
26,60000,MORTGAGE,10.0,VENTURE,B,20000,12.69,0,0.33,N,2
24,31200,RENT,7.0,MEDICAL,B,8000,11.49,0,0.26,N,2
23,31200,RENT,6.0,VENTURE,B,8000,11.49,0,0.26,N,4
25,31416,RENT,5.0,PERSONAL,C,8000,12.61,0,0.25,Y,4
23,54000,MORTGAGE,7.0,EDUCATION,B,21200,12.42,1,0.39,N,2
26,60000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,10.65,0,0.2,N,2
23,60000,OWN,5.0,EDUCATION,C,16000,14.27,0,0.27,Y,4
25,32000,RENT,2.0,DEBTCONSOLIDATION,B,8000,10.62,0,0.25,N,3
24,60000,MORTGAGE,7.0,MEDICAL,A,20000,7.9,0,0.33,N,4
22,32400,RENT,6.0,EDUCATION,A,8000,7.9,0,0.25,N,2
23,33000,RENT,4.0,EDUCATION,C,8000,,0,0.24,Y,4
26,60000,MORTGAGE,,EDUCATION,A,10000,6.03,0,0.17,N,4
24,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6300,14.65,1,0.12,Y,2
22,33996,RENT,1.0,DEBTCONSOLIDATION,B,8000,10.51,1,0.24,N,3
22,34000,RENT,2.0,DEBTCONSOLIDATION,B,8000,9.91,0,0.24,N,4
23,60000,MORTGAGE,7.0,MEDICAL,A,7000,7.9,0,0.12,N,4
25,60000,MORTGAGE,9.0,EDUCATION,A,12000,7.9,0,0.2,N,3
24,60000,MORTGAGE,8.0,EDUCATION,B,7000,11.71,0,0.12,N,2
24,29000,RENT,4.0,HOMEIMPROVEMENT,B,8000,12.42,1,0.28,N,2
23,60000,MORTGAGE,7.0,MEDICAL,A,3000,8.9,0,0.05,N,4
23,60000,MORTGAGE,3.0,PERSONAL,B,12000,10.65,0,0.2,N,2
23,60000,MORTGAGE,6.0,EDUCATION,C,25600,,0,0.43,N,4
22,60000,MORTGAGE,6.0,PERSONAL,A,10000,8.9,0,0.17,N,4
23,60000,MORTGAGE,0.0,PERSONAL,A,8000,7.51,0,0.13,N,2
22,35000,RENT,3.0,DEBTCONSOLIDATION,C,8000,14.27,0,0.23,N,3
24,35000,RENT,8.0,EDUCATION,A,8000,6.03,0,0.23,N,2
26,60000,MORTGAGE,3.0,EDUCATION,C,30000,14.27,0,0.5,N,4
25,60000,MORTGAGE,10.0,VENTURE,D,10000,16.77,0,0.17,N,3
25,60000,MORTGAGE,7.0,EDUCATION,D,12000,16.77,0,0.2,N,4
26,35000,RENT,10.0,PERSONAL,D,8000,,0,0.23,N,3
22,35000,RENT,5.0,EDUCATION,A,8000,7.29,0,0.23,N,2
23,60000,OWN,2.0,MEDICAL,A,5000,6.03,0,0.08,N,3
24,60000,MORTGAGE,,VENTURE,A,12000,7.9,0,0.2,N,3
23,60000,MORTGAGE,7.0,EDUCATION,A,15000,7.9,0,0.25,N,3
23,29000,RENT,0.0,VENTURE,F,8000,18.3,1,0.28,N,2
23,29000,RENT,7.0,EDUCATION,C,8000,12.73,1,0.28,N,3
22,60000,MORTGAGE,1.0,MEDICAL,A,10000,7.9,0,0.17,N,4
22,35000,RENT,1.0,VENTURE,C,8000,12.41,0,0.23,N,3
26,60000,MORTGAGE,10.0,PERSONAL,D,8000,16.77,0,0.13,N,2
25,60000,MORTGAGE,4.0,VENTURE,A,14000,7.9,0,0.23,N,2
25,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4000,12.69,0,0.07,N,2
22,35000,RENT,1.0,EDUCATION,B,8000,9.2,0,0.23,N,3
24,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,8.9,0,0.17,N,2
23,35004,RENT,7.0,VENTURE,A,8000,,0,0.23,N,3
22,29570,RENT,6.0,DEBTCONSOLIDATION,D,8000,14.42,1,0.27,Y,4
22,60000,MORTGAGE,6.0,EDUCATION,B,3950,10.65,0,0.07,N,2
22,60000,MORTGAGE,3.0,VENTURE,A,5000,7.9,0,0.08,N,2
26,60000,MORTGAGE,7.0,EDUCATION,A,16000,7.9,0,0.27,N,2
26,30000,RENT,6.0,HOMEIMPROVEMENT,C,8000,,1,0.27,N,3
23,36000,RENT,0.0,EDUCATION,A,8000,7.51,0,0.22,N,2
22,30000,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.11,1,0.27,N,3
25,60000,OWN,0.0,VENTURE,B,9000,9.91,0,0.15,N,3
24,60000,MORTGAGE,8.0,EDUCATION,B,3000,10.65,0,0.05,N,2
23,36000,RENT,5.0,VENTURE,B,8000,,0,0.22,N,2
21,30000,RENT,3.0,VENTURE,E,8000,16.45,1,0.27,Y,2
23,60000,OWN,7.0,VENTURE,A,11500,,0,0.19,N,4
24,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,1500,12.42,0,0.03,N,2
22,36000,RENT,4.0,EDUCATION,D,8000,15.33,0,0.22,N,2
25,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,23275,12.42,0,0.39,N,3
22,60000,MORTGAGE,6.0,EDUCATION,B,6000,9.91,0,0.1,N,4
24,60000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,11.71,0,0.17,N,2
24,60000,MORTGAGE,9.0,VENTURE,A,3000,7.51,0,0.05,N,4
25,60000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,5000,15.27,0,0.08,Y,2
24,36000,RENT,8.0,VENTURE,B,8000,11.48,0,0.22,N,4
25,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,9600,6.03,0,0.16,N,3
24,60000,MORTGAGE,4.0,EDUCATION,A,4000,7.9,0,0.07,N,3
26,36903,RENT,3.0,DEBTCONSOLIDATION,B,8000,12.21,0,0.22,N,2
22,30996,RENT,6.0,EDUCATION,A,8000,7.14,1,0.26,N,4
25,60000,MORTGAGE,4.0,MEDICAL,A,8650,7.51,0,0.14,N,2
22,37000,RENT,0.0,EDUCATION,A,8000,8.94,0,0.22,N,2
23,60000,MORTGAGE,7.0,PERSONAL,A,6000,8.9,0,0.1,N,4
22,60000,OWN,0.0,VENTURE,A,13250,7.9,0,0.22,N,3
25,31008,RENT,7.0,MEDICAL,D,8000,,1,0.26,N,3
23,60000,MORTGAGE,6.0,EDUCATION,A,1200,6.03,0,0.02,N,3
22,31200,RENT,0.0,PERSONAL,D,8000,14.3,1,0.26,Y,3
23,37440,RENT,8.0,EDUCATION,E,8000,14.18,0,0.21,N,2
23,37500,RENT,2.0,VENTURE,C,8000,14.26,0,0.21,N,4
24,37648,RENT,0.0,MEDICAL,A,8000,7.29,0,0.21,N,2
22,60000,OWN,6.0,MEDICAL,B,1000,10.99,0,0.02,N,2
22,60000,OWN,7.0,VENTURE,D,15000,16.49,0,0.25,Y,2
24,54000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,1500,5.42,1,0.03,N,3
22,60000,MORTGAGE,6.0,EDUCATION,B,16800,11.99,0,0.28,N,3
24,37876,RENT,4.0,MEDICAL,B,8000,9.63,0,0.21,N,2
23,60000,MORTGAGE,7.0,EDUCATION,A,12000,5.99,0,0.2,N,3
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,18000,12.99,0,0.3,N,2
22,60000,MORTGAGE,6.0,EDUCATION,D,2500,15.99,0,0.04,N,3
22,60000,MORTGAGE,1.0,MEDICAL,B,6750,10.99,0,0.11,N,4
25,60000,MORTGAGE,6.0,VENTURE,D,8400,16.89,0,0.14,N,3
23,38000,RENT,5.0,PERSONAL,B,8000,10.65,0,0.21,N,3
23,60000,MORTGAGE,,EDUCATION,A,16000,7.49,0,0.27,N,3
26,38000,RENT,4.0,MEDICAL,B,8000,12.69,0,0.21,N,4
24,38000,RENT,8.0,MEDICAL,B,8000,11.49,0,0.21,N,2
23,60000,MORTGAGE,8.0,EDUCATION,B,21000,,0,0.35,N,3
25,60000,MORTGAGE,2.0,PERSONAL,B,6900,9.99,0,0.12,N,3
25,60000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,10000,11.49,0,0.17,N,2
26,60000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2000,,0,0.03,N,4
22,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,6.99,0,0.13,N,4
23,60000,MORTGAGE,5.0,EDUCATION,A,8850,6.99,0,0.15,N,3
26,54000,MORTGAGE,10.0,EDUCATION,A,8500,5.42,1,0.16,N,3
23,38000,RENT,0.0,MEDICAL,A,8000,6.17,0,0.21,N,2
22,38004,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.21,N,3
22,38400,RENT,6.0,EDUCATION,A,8000,7.88,0,0.21,N,4
23,32698,RENT,3.0,DEBTCONSOLIDATION,F,8000,18.43,1,0.24,Y,3
23,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,7000,12.99,0,0.12,N,4
26,39000,RENT,2.0,DEBTCONSOLIDATION,A,8000,6.62,0,0.21,N,2
25,60000,MORTGAGE,9.0,VENTURE,A,15000,8.49,0,0.25,N,3
23,54000,MORTGAGE,3.0,VENTURE,D,4000,15.62,1,0.07,N,3
23,60000,MORTGAGE,6.0,EDUCATION,C,8000,13.49,0,0.13,Y,2
26,54000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,4800,11.49,1,0.09,N,2
22,60000,MORTGAGE,2.0,EDUCATION,B,3500,9.99,0,0.06,N,2
22,39860,RENT,6.0,PERSONAL,B,8000,11.11,0,0.2,N,3
22,39996,RENT,2.0,PERSONAL,A,8000,7.14,0,0.2,N,4
24,60000,MORTGAGE,8.0,MEDICAL,A,17000,7.49,0,0.28,N,2
22,60000,MORTGAGE,2.0,PERSONAL,A,5200,5.99,0,0.09,N,2
23,33996,RENT,7.0,PERSONAL,B,8000,10.95,1,0.24,N,3
25,40000,RENT,9.0,DEBTCONSOLIDATION,B,8000,12.42,0,0.2,N,2
26,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5000,9.99,0,0.08,N,2
22,40000,RENT,1.0,VENTURE,A,8000,7.9,0,0.2,N,4
25,60000,MORTGAGE,10.0,PERSONAL,A,3600,5.99,0,0.06,N,3
22,40000,RENT,2.0,EDUCATION,C,8000,12.99,0,0.2,N,2
22,60000,MORTGAGE,5.0,VENTURE,A,5600,7.49,0,0.09,N,3
24,34000,RENT,0.0,VENTURE,D,8000,16.49,1,0.24,Y,3
23,40000,RENT,3.0,EDUCATION,B,8000,11.49,0,0.2,N,3
23,60000,MORTGAGE,,EDUCATION,B,5600,10.99,0,0.09,N,2
21,40000,RENT,2.0,DEBTCONSOLIDATION,B,8000,9.63,0,0.2,N,2
23,54000,MORTGAGE,5.0,MEDICAL,C,5200,13.99,1,0.1,N,3
24,40000,RENT,4.0,MEDICAL,B,8000,9.63,0,0.2,N,3
24,40000,RENT,2.0,PERSONAL,A,8000,6.17,0,0.2,N,2
22,40000,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.36,0,0.2,N,4
23,60000,OWN,8.0,EDUCATION,A,20000,7.49,0,0.33,N,3
24,40000,RENT,0.0,VENTURE,B,8000,10.25,0,0.2,N,4
25,60000,MORTGAGE,5.0,VENTURE,A,5000,,0,0.08,N,4
24,60000,OWN,1.0,VENTURE,D,15000,16.89,0,0.25,Y,2
22,40000,RENT,2.0,EDUCATION,B,8000,12.18,0,0.2,N,4
24,60000,MORTGAGE,3.0,EDUCATION,A,4000,5.42,0,0.07,N,2
24,40560,RENT,5.0,VENTURE,A,8000,7.66,0,0.2,N,2
25,60000,OWN,1.0,DEBTCONSOLIDATION,D,10000,16.49,0,0.17,N,3
24,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,5.42,0,0.1,N,3
25,41000,RENT,3.0,VENTURE,B,8000,10.99,0,0.2,N,4
21,35000,RENT,0.0,PERSONAL,F,8000,19.79,1,0.23,Y,4
25,60000,MORTGAGE,5.0,PERSONAL,A,10425,8.49,0,0.17,N,4
26,35000,RENT,0.0,DEBTCONSOLIDATION,D,8000,15.31,1,0.23,Y,2
22,60000,MORTGAGE,,EDUCATION,A,10000,5.99,0,0.17,N,2
25,60000,MORTGAGE,2.0,MEDICAL,B,12500,11.49,0,0.21,N,2
24,60000,MORTGAGE,0.0,VENTURE,B,8500,10.59,0,0.14,N,3
25,41579,RENT,9.0,VENTURE,C,8000,13.92,0,0.19,Y,3
26,54000,MORTGAGE,8.0,MEDICAL,D,5000,15.62,1,0.09,Y,4
24,41600,RENT,0.0,MEDICAL,B,8000,10.59,0,0.19,N,4
24,60000,MORTGAGE,8.0,PERSONAL,C,9600,12.99,0,0.16,N,2
23,60000,MORTGAGE,7.0,MEDICAL,C,5000,12.99,0,0.08,N,2
23,36000,RENT,2.0,MEDICAL,A,8000,7.51,1,0.22,N,2
25,60000,MORTGAGE,1.0,EDUCATION,A,4000,,0,0.07,N,4
21,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,10000,5.99,0,0.17,N,2
25,60000,MORTGAGE,9.0,PERSONAL,A,1800,8.49,0,0.03,N,4
24,42000,RENT,2.0,EDUCATION,B,8000,,0,0.19,N,4
24,36000,RENT,1.0,PERSONAL,B,8000,12.12,1,0.22,N,4
25,54000,MORTGAGE,,DEBTCONSOLIDATION,D,10000,16.89,1,0.19,Y,2
25,42000,RENT,1.0,VENTURE,A,8000,5.99,0,0.19,N,2
25,60000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,5.99,0,0.07,N,4
22,60000,MORTGAGE,6.0,EDUCATION,B,2800,10.99,0,0.05,N,4
24,36000,RENT,6.0,PERSONAL,D,8000,15.28,1,0.22,N,3
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5000,5.99,0,0.08,N,4
22,60000,MORTGAGE,2.0,MEDICAL,A,10000,,0,0.17,N,2
22,60000,MORTGAGE,6.0,EDUCATION,A,6000,6.62,0,0.1,N,3
23,60000,MORTGAGE,6.0,VENTURE,A,10000,5.42,0,0.17,N,4
24,42000,RENT,0.0,VENTURE,B,8000,9.25,0,0.19,N,3
25,42000,RENT,3.0,EDUCATION,A,8000,,0,0.19,N,4
25,36000,RENT,9.0,PERSONAL,C,8000,12.73,1,0.22,Y,2
22,60000,MORTGAGE,1.0,EDUCATION,A,4800,7.49,0,0.08,N,3
23,60000,MORTGAGE,7.0,PERSONAL,C,2000,15.23,0,0.03,Y,2
24,36000,RENT,2.0,VENTURE,D,8000,14.96,1,0.22,Y,2
23,42000,RENT,1.0,VENTURE,C,8000,12.84,0,0.19,N,4
25,42500,RENT,1.0,PERSONAL,C,8000,,0,0.19,Y,4
24,36816,RENT,0.0,PERSONAL,B,8000,10.65,1,0.22,N,4
24,60000,MORTGAGE,8.0,MEDICAL,C,21000,,0,0.35,Y,4
23,42996,RENT,3.0,PERSONAL,B,8000,11.11,0,0.19,N,2
23,43000,RENT,3.0,DEBTCONSOLIDATION,B,8000,10.37,0,0.19,N,4
22,60000,MORTGAGE,6.0,EDUCATION,A,2500,6.99,0,0.04,N,3
22,54000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,6000,,1,0.11,N,3
25,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3000,5.99,0,0.05,N,4
24,60000,MORTGAGE,2.0,MEDICAL,B,12000,9.99,0,0.2,N,2
26,43000,RENT,1.0,MEDICAL,C,8000,12.87,0,0.19,Y,3
22,43200,RENT,2.0,EDUCATION,A,8000,5.99,0,0.19,N,3
22,60000,MORTGAGE,1.0,PERSONAL,A,10000,5.42,0,0.17,N,2
25,43200,RENT,10.0,VENTURE,B,8000,,0,0.19,N,3
24,43300,RENT,4.0,MEDICAL,A,8000,7.29,0,0.18,N,4
23,43800,RENT,8.0,VENTURE,E,8000,17.93,0,0.18,N,3
22,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15000,7.49,0,0.25,N,4
26,44000,RENT,10.0,PERSONAL,C,8000,13.8,0,0.18,N,3
22,44684,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.04,0,0.18,Y,2
22,60000,MORTGAGE,6.0,PERSONAL,C,12000,13.99,0,0.2,Y,3
25,54000,MORTGAGE,4.0,EDUCATION,D,12000,17.49,1,0.22,N,4
26,45000,RENT,5.0,EDUCATION,D,8000,18.25,0,0.18,N,2
25,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3200,5.42,0,0.05,N,4
23,39000,RENT,3.0,DEBTCONSOLIDATION,D,8000,16.49,1,0.21,N,3
24,39000,RENT,4.0,DEBTCONSOLIDATION,C,8000,,1,0.21,N,2
23,60000,MORTGAGE,7.0,PERSONAL,A,3800,5.42,0,0.06,N,3
25,45000,RENT,4.0,PERSONAL,B,8000,10.38,0,0.18,N,3
26,60000,MORTGAGE,10.0,EDUCATION,A,7875,7.66,0,0.13,N,3
26,45000,RENT,3.0,PERSONAL,D,8000,15.33,0,0.18,Y,4
23,39000,RENT,3.0,HOMEIMPROVEMENT,B,8000,11.36,1,0.21,N,3
24,45000,RENT,8.0,MEDICAL,C,8000,12.73,0,0.18,Y,4
22,60000,MORTGAGE,7.0,EDUCATION,B,10950,11.11,0,0.18,N,3
24,60000,MORTGAGE,8.0,MEDICAL,A,13000,7.29,0,0.22,N,2
23,60000,OWN,3.0,MEDICAL,A,10000,6.92,0,0.17,N,4
22,60000,MORTGAGE,5.0,EDUCATION,B,8800,10.37,0,0.15,N,4
23,60000,MORTGAGE,3.0,MEDICAL,A,4000,7.66,0,0.07,N,2
22,45000,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.84,0,0.18,Y,3
25,45000,RENT,1.0,EDUCATION,C,8000,13.47,0,0.18,N,4
21,45000,RENT,5.0,EDUCATION,D,8000,,0,0.18,Y,2
25,39000,RENT,4.0,PERSONAL,C,8000,11.34,1,0.21,Y,2
23,45286,RENT,5.0,PERSONAL,A,8000,7.29,0,0.18,N,4
22,45996,RENT,2.0,EDUCATION,A,8000,7.51,0,0.17,N,3
25,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,6500,5.79,0,0.11,N,4
22,46000,RENT,3.0,DEBTCONSOLIDATION,A,8000,6.17,0,0.17,N,2
25,60000,MORTGAGE,1.0,VENTURE,A,5000,7.29,0,0.08,N,2
26,60000,MORTGAGE,10.0,MEDICAL,A,5000,6.92,0,0.08,N,4
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.2,N,3
23,60000,MORTGAGE,5.0,MEDICAL,C,22000,13.06,0,0.37,Y,3
24,40000,RENT,5.0,EDUCATION,B,8000,9.88,1,0.2,N,2
26,60000,MORTGAGE,10.0,VENTURE,A,12500,6.92,0,0.21,N,2
23,46330,RENT,0.0,PERSONAL,B,8000,10.65,0,0.17,N,4
24,46700,RENT,5.0,EDUCATION,D,8000,15.65,0,0.17,Y,3
21,41000,RENT,4.0,DEBTCONSOLIDATION,B,8000,9.91,1,0.2,N,4
26,47000,RENT,0.0,PERSONAL,B,8000,10.0,0,0.17,N,4
22,47000,RENT,0.0,EDUCATION,B,8000,12.18,0,0.17,N,4
22,60000,MORTGAGE,2.0,PERSONAL,A,10000,,0,0.17,N,4
23,60000,MORTGAGE,0.0,MEDICAL,B,15000,10.37,0,0.25,N,4
25,60000,MORTGAGE,6.0,MEDICAL,C,13000,14.17,0,0.22,Y,3
24,60000,OWN,7.0,PERSONAL,B,10000,10.37,0,0.17,N,4
26,60000,MORTGAGE,6.0,PERSONAL,A,3050,7.29,0,0.05,N,3
26,60000,MORTGAGE,3.0,EDUCATION,B,20000,10.74,0,0.33,N,4
22,60000,MORTGAGE,6.0,VENTURE,A,7800,7.29,0,0.13,N,2
25,47004,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.53,0,0.17,Y,4
23,48000,RENT,5.0,VENTURE,B,8000,,0,0.17,N,2
24,42000,RENT,8.0,MEDICAL,D,8000,16.29,1,0.19,N,4
23,48000,RENT,3.0,DEBTCONSOLIDATION,A,8000,8.49,0,0.17,N,2
22,48000,RENT,6.0,DEBTCONSOLIDATION,C,8000,12.99,0,0.17,Y,3
24,60000,MORTGAGE,7.0,VENTURE,B,15850,11.11,0,0.26,N,3
22,60000,MORTGAGE,6.0,VENTURE,A,11200,5.79,0,0.19,N,4
25,48000,RENT,2.0,VENTURE,B,8000,10.59,0,0.17,N,4
23,48000,RENT,,VENTURE,C,8000,12.99,0,0.17,Y,4
23,60000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7200,,0,0.12,N,2
25,60000,OWN,9.0,HOMEIMPROVEMENT,A,5000,7.29,0,0.08,N,4
22,60000,MORTGAGE,7.0,PERSONAL,B,12000,10.0,0,0.2,N,3
24,48000,RENT,,DEBTCONSOLIDATION,A,8000,7.51,0,0.17,N,4
25,48000,RENT,4.0,EDUCATION,C,8000,14.35,0,0.17,N,2
23,42000,RENT,3.0,HOMEIMPROVEMENT,D,8000,15.58,1,0.19,N,2
25,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,5500,10.74,0,0.09,N,2
25,48000,RENT,2.0,PERSONAL,C,8000,13.11,0,0.17,N,4
26,48000,RENT,3.0,DEBTCONSOLIDATION,B,8000,9.96,0,0.17,N,3
24,48500,RENT,5.0,MEDICAL,C,8000,15.96,0,0.16,N,3
22,60000,MORTGAGE,6.0,VENTURE,A,6125,6.17,0,0.1,N,3
26,48701,RENT,3.0,MEDICAL,B,8000,11.48,0,0.16,N,4
25,49244,RENT,3.0,EDUCATION,A,8000,8.0,0,0.16,N,3
24,49992,RENT,5.0,VENTURE,D,8000,15.95,0,0.16,Y,2
21,44000,RENT,5.0,VENTURE,D,8000,16.29,1,0.18,N,3
24,50000,RENT,8.0,PERSONAL,C,8000,15.96,0,0.16,N,3
24,50000,RENT,3.0,MEDICAL,B,8000,12.42,0,0.16,N,2
23,50000,RENT,0.0,EDUCATION,C,8000,14.27,0,0.16,N,4
22,50000,RENT,2.0,EDUCATION,A,8000,6.62,0,0.16,N,3
23,50000,RENT,4.0,EDUCATION,A,8000,6.62,0,0.16,N,3
22,60000,MORTGAGE,,EDUCATION,A,5000,6.54,0,0.08,N,4
24,60000,MORTGAGE,8.0,VENTURE,B,9000,,0,0.15,N,4
25,50000,RENT,6.0,VENTURE,A,8000,7.9,0,0.16,N,4
23,44000,RENT,5.0,EDUCATION,C,8000,13.49,1,0.18,Y,2
25,60000,OWN,4.0,HOMEIMPROVEMENT,A,6500,6.17,0,0.11,N,3
22,60000,MORTGAGE,6.0,EDUCATION,C,2000,12.61,0,0.03,Y,2
26,60000,MORTGAGE,6.0,EDUCATION,A,9000,6.91,0,0.15,N,3
